City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
392,Lalmohan,BD,2022-05-06 05:27:25,22.3384,90.7419,87.28,58,7,3.71
393,Borogontsy,RU,2022-05-06 05:27:25,62.6683,131.1683,39.6,65,33,10.11
394,Muisne,EC,2022-05-06 05:27:26,0.6,-80.0333,75.2,84,100,1.68
395,Qaqortoq,GL,2022-05-06 05:27:26,60.7167,-46.0333,34.7,94,100,14.03
396,Avera,US,2022-05-06 05:27:27,33.194,-82.5271,69.55,72,92,5.84
397,Dukat,RU,2022-05-06 05:27:27,62.55,155.55,31.96,89,100,12.08
398,Novosheshminsk,RU,2022-05-06 05:27:28,55.0651,51.2338,41.59,46,0,10.63
399,Lethem,GY,2022-05-06 05:27:28,3.3803,-59.7968,75.2,89,78,7.9
400,Sao Gabriel Da Cachoeira,BR,2022-05-06 05:27:29,-0.1303,-67.0892,71.78,99,88,1.68
401,Panzhihua,CN,2022-05-06 05:27:29,26.5851,101.7128,83.61,40,47,0.83
402,Najran,SA,2022-05-06 05:27:30,17.4924,44.1277,83.05,25,3,4.83
403,Itamaraju,BR,2022-05-06 05:27:30,-17.0392,-39.5311,71.74,98,18,3.4
404,Eureka,US,2022-05-06 05:27:31,40.8021,-124.1637,58.93,81,100,1.01
405,Coari,BR,2022-05-06 05:27:31,-4.085,-63.1414,72.84,99,33,1.79
406,Osypenko,UA,2022-05-06 05:27:32,46.9136,36.8253,51.71,55,100,17.36
407,Mahajanga,MG,2022-05-06 05:27:32,-15.7167,46.3167,78.82,65,20,5.75
408,Portland,US,2022-05-06 05:24:11,45.5234,-122.6762,53.64,83,100,4.0
409,Pangoa,PE,2022-05-06 05:27:33,-12.1167,-73.0,64.92,92,13,1.72
410,Codrington,AU,2022-05-06 05:27:33,-38.2667,141.9667,54.93,71,98,11.65
411,Port Blair,IN,2022-05-06 05:28:34,11.6667,92.75,82.44,83,75,6.91
412,Gushikawa,JP,2022-05-06 05:28:34,26.3544,127.8686,76.62,91,100,10.36
413,Hakkari,TR,2022-05-06 05:28:35,37.5833,44.1667,51.58,62,40,11.5
414,Aiken,US,2022-05-06 05:27:20,33.5835,-81.5998,75.49,71,40,5.75
415,San Patricio,US,2022-05-06 05:28:35,28.017,-97.5169,81.9,93,26,5.5
416,Male,MV,2022-05-06 05:28:03,4.1748,73.5089,87.75,74,75,13.8
417,Zabid,YE,2022-05-06 05:28:36,14.1951,43.3152,89.74,47,33,6.96
418,Lubao,PH,2022-05-06 05:28:37,14.9167,120.55,96.87,37,17,10.27
419,Port-Gentil,GA,2022-05-06 05:28:37,-0.7193,8.7815,80.56,89,75,4.61
420,Oranjestad,AW,2022-05-06 05:28:37,12.524,-70.027,80.55,83,20,20.71
421,Ranong,TH,2022-05-06 05:28:38,9.9658,98.6348,84.13,77,88,2.93
422,Cangzhou,CN,2022-05-06 05:28:38,38.3167,116.8667,62.96,48,96,24.0
423,Lenger,KZ,2022-05-06 05:28:39,42.183,69.8839,74.64,53,99,4.18
424,Kamenka,RU,2022-05-06 05:28:39,51.3223,42.7678,45.3,48,27,6.24
425,Zalantun,CN,2022-05-06 05:28:40,48.0,122.7167,53.94,16,98,21.3
426,Sabla,NG,2022-05-06 05:28:40,12.7525,4.7077,85.69,43,100,9.1
427,Tucumcari,US,2022-05-06 05:28:41,35.1717,-103.725,62.94,20,0,11.5
428,Polunochnoye,RU,2022-05-06 05:28:41,60.8697,60.4153,36.66,52,68,11.12
429,Chuy,UY,2022-05-06 05:28:42,-33.6971,-53.4616,53.56,90,25,4.65
430,Dong Hoi,VN,2022-05-06 05:28:42,17.4833,106.6,78.64,84,100,7.07
431,Kanniyakumari,IN,2022-05-06 05:28:43,8.0833,77.5667,86.56,72,88,16.22
432,Asasa,ET,2022-05-06 05:28:43,7.1,39.2,60.87,50,6,4.63
433,Oistins,BB,2022-05-06 05:25:52,13.0667,-59.5333,78.89,78,40,16.11
434,Sehithwa,BW,2022-05-06 05:28:44,-20.4667,22.7167,57.16,51,0,5.12
435,Nang Rong,TH,2022-05-06 05:28:44,14.6377,102.7914,87.82,59,96,9.48
436,Poum,NC,2022-05-06 05:28:45,-20.2333,164.0167,77.85,74,22,5.91
437,Byron Bay,AU,2022-05-06 05:25:14,-28.65,153.6167,71.94,90,100,2.57
438,Sambava,MG,2022-05-06 05:28:45,-14.2667,50.1667,77.76,73,16,9.01
439,Crowley,US,2022-05-06 05:28:46,30.2141,-92.3746,67.1,91,75,3.98
440,Burnie,AU,2022-05-06 05:28:46,-41.0667,145.9167,52.95,74,100,7.27
441,Porto Velho,BR,2022-05-06 05:28:47,-8.7619,-63.9039,73.45,94,0,1.14
442,Touros,BR,2022-05-06 05:28:47,-5.1989,-35.4608,75.81,93,100,9.91
443,Faya,SA,2022-05-06 05:28:48,18.3851,42.4509,71.71,33,58,2.59
444,Galveston,US,2022-05-06 05:28:48,29.3669,-94.9669,75.16,94,100,3.44
445,Ngunguru,NZ,2022-05-06 05:28:49,-35.6167,174.5,63.75,70,5,8.57
446,Jibuti,DJ,2022-05-06 05:28:49,11.5,42.5,83.05,46,17,9.15
447,Coihaique,CL,2022-05-06 05:28:50,-45.5752,-72.0662,45.21,75,20,1.14
448,Sokoto,NG,2022-05-06 05:28:50,13.0609,5.239,85.1,44,100,9.28
449,Kuliyapitiya,LK,2022-05-06 05:28:51,7.4688,80.0401,86.54,68,83,6.55
450,Kargasok,RU,2022-05-06 05:28:51,59.0556,80.8572,62.35,29,54,16.06
451,Hithadhoo,MV,2022-05-06 05:28:52,-0.6,73.0833,84.65,75,98,15.68
452,Porto Novo,BJ,2022-05-06 05:28:52,6.4965,2.6036,79.34,85,98,4.36
453,Heihe,CN,2022-05-06 05:28:53,50.2441,127.4902,55.98,21,100,19.1
454,Galeana,MX,2022-05-06 05:28:53,24.8333,-100.0667,64.44,81,23,2.68
455,Kidal,ML,2022-05-06 05:28:54,18.4411,1.4078,88.32,18,100,12.24
456,Igrim,RU,2022-05-06 05:28:54,63.1906,64.4162,34.56,67,91,4.99
457,Gigmoto,PH,2022-05-06 05:28:55,13.7796,124.39,86.7,69,45,8.81
458,Butembo,CD,2022-05-06 05:28:55,0.15,29.2833,61.0,84,80,2.3
459,Zalesovo,RU,2022-05-06 05:29:56,53.9939,84.7431,63.09,27,46,6.13
460,Silver City,US,2022-05-06 05:29:56,32.7701,-108.2803,61.66,19,0,11.5
461,Uusikaupunki,FI,2022-05-06 05:29:57,60.8004,21.4084,43.56,85,63,2.48
462,Tautira,PF,2022-05-06 05:29:57,-17.7333,-149.15,81.63,77,30,9.8
463,Fairhope,US,2022-05-06 05:29:58,30.523,-87.9033,78.55,69,100,10.36
464,Axim,GH,2022-05-06 05:29:58,4.8699,-2.2405,79.47,85,99,1.79
465,Toora-Khem,RU,2022-05-06 05:29:59,52.4675,96.11,63.64,24,45,3.31
466,Paamiut,GL,2022-05-06 05:29:59,61.994,-49.6678,32.2,96,100,8.19
467,Manuk Mangkaw,PH,2022-05-06 05:29:59,4.8,119.85,83.25,78,98,9.13
468,Nabire,ID,2022-05-06 05:25:07,-3.3667,135.4833,84.79,76,60,5.82
469,Katsuura,JP,2022-05-06 05:27:30,35.1333,140.3,67.03,70,100,8.57
470,Bitung,ID,2022-05-06 05:30:00,1.4451,125.1824,85.05,77,100,10.94
471,Mastic,US,2022-05-06 05:28:12,40.802,-72.8409,55.92,80,0,7.0
472,Siderno,IT,2022-05-06 05:30:01,38.2779,16.302,65.34,80,67,10.67
473,Lapua,FI,2022-05-06 05:30:02,62.9693,23.0088,48.11,59,59,6.44
474,Vypolzovo,RU,2022-05-06 05:30:03,57.8767,33.6986,49.5,52,89,7.67
475,Natal,BR,2022-05-06 05:30:04,-5.795,-35.2094,75.85,100,75,9.22
476,Ahipara,NZ,2022-05-06 05:30:04,-35.1667,173.1667,62.11,77,2,5.88
477,Shakawe,BW,2022-05-06 05:30:05,-18.3667,21.85,60.89,49,8,4.09
478,Vila Velha,BR,2022-05-06 05:30:06,-20.3297,-40.2925,75.15,100,75,5.75
479,Verkhnetulomskiy,RU,2022-05-06 05:30:06,68.6073,31.7962,39.33,83,100,8.05
480,Gweta,BW,2022-05-06 05:30:07,-20.1833,25.2333,64.96,49,2,10.96
481,Antalaha,MG,2022-05-06 05:30:08,-14.9003,50.2788,81.01,68,21,6.89
482,Hamilton,US,2022-05-06 05:28:00,39.1834,-84.5333,58.62,96,100,8.05
483,Fare,PF,2022-05-06 05:30:08,-16.7,-151.0167,81.64,75,96,8.59
484,Orlik,RU,2022-05-06 05:30:09,52.5178,99.825,55.09,26,55,9.8
485,Tooele,US,2022-05-06 05:30:10,40.5308,-112.2983,63.52,34,0,12.66
486,Emba,KZ,2022-05-06 05:30:10,48.8264,58.1442,53.35,38,95,14.45
487,San Cristobal,VE,2022-05-06 05:30:11,7.7669,-72.225,73.58,85,100,2.35
488,Miri,MY,2022-05-06 05:30:11,4.4148,114.0089,87.94,79,40,6.91
489,Bayan,CN,2022-05-06 05:30:12,46.0833,127.4,52.34,56,97,16.93
490,Beyneu,KZ,2022-05-06 05:30:12,45.3167,55.2,67.08,34,97,16.44
491,Sitka,US,2022-05-06 05:30:13,57.0531,-135.33,42.69,81,75,0.0
492,Inhambane,MZ,2022-05-06 05:30:13,-23.865,35.3833,71.58,83,40,0.0
493,Dongying,CN,2022-05-06 05:30:14,37.4564,118.4856,64.04,47,65,24.11
494,Almaznyy,RU,2022-05-06 05:30:14,48.0448,40.045,48.0,49,100,16.62
495,Chkalovskoye,RU,2022-05-06 05:30:15,44.8392,133.0436,56.26,60,100,11.83
496,Kangaba,ML,2022-05-06 05:30:15,11.9333,-8.4167,82.78,48,79,4.07
497,Tuensang,IN,2022-05-06 05:30:16,26.2833,94.8333,79.48,61,19,1.61
498,Teresina,BR,2022-05-06 05:30:18,-5.0892,-42.8019,74.91,94,0,2.3
499,Moyale,KE,2022-05-06 05:30:19,3.5167,39.0584,70.0,84,33,10.78
500,Evensk,RU,2022-05-06 05:30:19,61.95,159.2333,30.96,98,100,17.63
501,West Calder,GB,2022-05-06 05:30:20,55.8519,-3.5698,53.11,94,75,14.97
502,Robertsport,LR,2022-05-06 05:30:20,6.7533,-11.3686,77.97,86,100,14.63
503,Muravlenko,RU,2022-05-06 05:30:21,63.7898,74.523,25.72,83,100,17.87
504,Ruwi,OM,2022-05-06 05:31:21,23.5996,58.5507,92.89,44,0,11.77
505,Nemuro,JP,2022-05-06 05:31:22,43.3236,145.575,47.64,79,59,15.75
506,Caravelas,BR,2022-05-06 05:31:22,-17.7125,-39.2481,77.13,86,0,8.08
507,Tiarei,PF,2022-05-06 05:31:23,-17.5333,-149.3333,78.01,78,22,9.66
508,Mananara,MG,2022-05-06 05:31:23,-16.1667,49.7667,79.02,74,39,4.25
509,Yerbogachen,RU,2022-05-06 05:31:24,61.2767,108.0108,49.93,52,62,12.66
510,Lososina,RU,2022-05-06 05:31:24,48.9975,140.3106,52.97,66,100,14.58
511,Seymchan,RU,2022-05-06 05:31:25,62.8833,152.4333,40.73,54,52,17.49
512,Gayny,RU,2022-05-06 05:31:25,60.3071,54.3241,37.02,49,44,10.38
513,Priyutnoye,RU,2022-05-06 05:31:26,46.1011,43.5072,45.77,84,100,17.11
514,Husavik,IS,2022-05-06 05:31:26,66.0449,-17.3389,30.9,86,100,19.71
515,Walvis Bay,NA,2022-05-06 05:31:27,-22.9575,14.5053,62.33,72,0,10.8
516,Nikki,BJ,2022-05-06 05:31:27,9.9401,3.2108,74.66,80,96,4.45
517,Arawa,PG,2022-05-06 05:31:28,-6.2132,155.5367,82.47,85,77,5.44
518,Laranjeiras Do Sul,BR,2022-05-06 05:31:28,-25.4078,-52.4161,49.28,97,3,2.39
519,Roma,US,2022-05-06 05:31:29,43.2128,-75.4557,48.87,82,0,0.0
520,Havre-Saint-Pierre,CA,2022-05-06 05:31:29,50.2334,-63.5986,35.96,60,100,5.75
521,Peniche,PT,2022-05-06 05:31:30,39.3558,-9.3811,56.28,94,5,3.18
522,Vanderhoof,CA,2022-05-06 05:31:30,54.0166,-124.0198,38.34,97,100,3.78
523,Kotma,IN,2022-05-06 05:31:31,23.2,81.9667,102.07,12,1,5.7
524,Orito,CO,2022-05-06 05:31:31,0.6766,-76.8771,69.08,97,100,2.39
525,Kieta,PG,2022-05-06 05:31:32,-6.2167,155.6333,83.17,79,69,7.05
526,Puerto Escondido,MX,2022-05-06 05:31:32,15.85,-97.0667,80.4,67,6,5.1
527,Petrovsk,RU,2022-05-06 05:31:33,52.3064,45.3917,44.31,43,1,7.58
528,Yumen,CN,2022-05-06 05:31:33,40.2833,97.2,75.81,16,90,33.02
529,Bosaso,SO,2022-05-06 05:31:34,11.2842,49.1816,85.98,84,0,11.5
530,Cockburn Town,TC,2022-05-06 05:29:16,21.4612,-71.1419,77.77,78,7,16.06
531,Kaduy,RU,2022-05-06 05:31:34,59.2,37.15,48.67,46,57,7.36
532,Kadirli,TR,2022-05-06 05:31:35,37.3739,36.0961,63.05,46,4,8.32
533,Banda Aceh,ID,2022-05-06 05:31:35,5.5577,95.3222,81.5,81,100,9.86
534,Kansanshi,ZM,2022-05-06 05:31:36,-12.0951,26.4273,60.26,78,67,6.35
535,Avanigadda,IN,2022-05-06 05:31:36,16.0215,80.9181,99.32,37,43,9.84
536,Kyra,RU,2022-05-06 05:31:37,49.5776,111.9753,50.41,16,4,9.06
537,Hovd,MN,2022-05-06 05:31:38,48.0056,91.6419,60.55,19,100,4.83
538,Keuruu,FI,2022-05-06 05:31:38,62.2667,24.7,44.8,69,66,4.59
539,Sagua La Grande,CU,2022-05-06 05:31:39,22.8067,-80.0756,74.39,86,0,5.26
540,Cruz Grande,MX,2022-05-06 05:31:39,16.7333,-99.1333,75.09,74,95,1.5
541,Mtambile,TZ,2022-05-06 05:27:16,-5.3833,39.7,78.4,81,28,15.32
542,Antofagasta,CL,2022-05-06 05:31:12,-23.65,-70.4,60.08,81,84,2.91
543,Fukue,JP,2022-05-06 05:31:40,32.6881,128.8419,77.36,61,20,10.36
544,Port Macquarie,AU,2022-05-06 05:31:40,-31.4333,152.9167,64.89,75,97,7.49
545,Bonthe,SL,2022-05-06 05:31:41,7.5264,-12.505,77.67,76,91,5.5
546,Gat,IL,2022-05-06 05:31:41,31.61,34.7642,65.08,100,57,15.23
547,Puerto Madero,MX,2022-05-06 05:31:42,14.7208,-92.4215,79.0,100,40,0.0
548,Izvestkovyy,RU,2022-05-06 05:31:42,48.9833,131.55,46.45,72,99,18.77
549,Herne Bay,GB,2022-05-06 05:31:43,51.373,1.1286,55.24,87,17,6.55
550,Mosetse,BW,2022-05-06 05:32:43,-20.75,26.65,63.77,51,0,5.91
551,Poya,NC,2022-05-06 05:32:44,-21.35,165.15,77.34,77,7,10.36
552,Ribeira Brava,PT,2022-05-06 05:32:45,32.65,-17.0667,64.0,70,100,2.46
553,Teixoso,PT,2022-05-06 05:32:45,40.3145,-7.4576,50.34,87,0,4.68
554,Half Moon Bay,US,2022-05-06 05:32:46,37.4636,-122.4286,60.01,88,100,5.75
555,Kolvereid,NO,2022-05-06 05:32:47,64.8655,11.6047,43.83,91,100,10.36
556,Diban,SY,2022-05-06 05:32:48,35.0365,40.5167,66.96,46,46,14.16
557,Rudraprayag,IN,2022-05-06 05:32:48,30.2833,78.9833,92.53,24,3,6.17
558,Mandera,KE,2022-05-06 05:31:27,3.9366,41.867,84.34,56,37,15.48
559,Talcahuano,CL,2022-05-06 05:32:49,-36.7167,-73.1167,51.48,100,100,6.91
560,Balykshi,KZ,2022-05-06 05:32:50,47.0667,51.8667,48.2,57,75,26.84
561,Catamarca,AR,2022-05-06 05:32:50,-28.4696,-65.7852,59.77,62,100,1.01
562,Sayyan,YE,2022-05-06 05:32:51,15.1718,44.3244,68.5,19,36,2.89
563,Raga,SS,2022-05-06 05:32:52,8.4596,25.678,84.02,53,97,3.78
564,Narok,KE,2022-05-06 05:30:23,-1.0783,35.8601,62.2,85,71,8.46
565,Guerrero Negro,MX,2022-05-06 05:32:52,27.9769,-114.0611,59.83,91,18,10.87
566,Mayo,US,2022-05-06 05:32:53,38.8876,-76.5119,60.96,91,0,1.99
567,Mamurras,AL,2022-05-06 05:32:54,41.5775,19.6922,55.54,82,75,4.61
568,Vieques,PR,2022-05-06 05:32:54,18.425,-65.8329,78.84,83,49,11.16
569,Wamba,NG,2022-05-06 05:32:54,8.9333,8.6,74.91,88,100,2.35
570,Nicoya,CR,2022-05-06 05:32:55,10.1483,-85.452,77.0,90,96,3.15
571,Pankrushikha,RU,2022-05-06 05:32:55,53.8319,80.3406,67.01,27,45,16.17
572,Port Shepstone,ZA,2022-05-06 05:32:56,-30.7414,30.455,67.44,53,0,6.33
573,Samarai,PG,2022-05-06 05:32:56,-10.6167,150.6667,83.84,74,69,10.63
574,Adrar,MR,2022-05-06 05:32:57,20.5022,-10.0711,72.75,19,2,10.63
575,Moron,AR,2022-05-06 05:32:58,-34.6534,-58.6198,60.96,92,2,4.81
576,Turtas,RU,2022-05-06 05:32:58,58.9417,69.1325,46.29,79,100,10.33
577,Camargo,MX,2022-05-06 05:32:58,27.6667,-105.1667,71.76,13,0,4.45
578,Tondano,ID,2022-05-06 05:32:59,1.3038,124.9112,77.09,84,97,3.33
579,Banikoara,BJ,2022-05-06 05:32:59,11.2985,2.4386,80.35,63,93,4.99
580,Lapy,PL,2022-05-06 05:33:00,52.9911,22.8842,55.26,76,100,8.52
581,Wasco,US,2022-05-06 05:33:00,35.5941,-119.341,75.74,37,0,4.61
582,Snyder,US,2022-05-06 05:33:01,32.7179,-100.9176,64.74,36,0,4.61
583,Sakakah,SA,2022-05-06 05:33:01,29.9697,40.2064,62.17,36,0,15.99
584,Verkhnyaya Inta,RU,2022-05-06 05:33:02,65.9811,60.3094,26.76,67,72,11.48
585,La Rochelle,FR,2022-05-06 05:33:02,46.1667,-1.15,50.07,93,0,6.91
586,Saint-Joseph,RE,2022-05-06 05:33:03,-21.3667,55.6167,79.18,78,39,16.08
587,Buraydah,SA,2022-05-06 05:33:03,26.326,43.975,82.85,18,0,10.29
588,Huntsville,US,2022-05-06 05:28:12,34.7304,-86.5861,69.67,95,100,8.05
589,Frankfort,ZA,2022-05-06 05:33:04,-27.2667,28.4833,53.35,49,0,1.1
590,Grindavik,IS,2022-05-06 05:33:05,63.8424,-22.4338,34.27,75,20,8.05
